article_url,title,publish_date,week_label,collect_date,corn_price,corn_price_unit,soymeal_price,soymeal_price_unit,raw_html_path,raw_text_path,parsing_method,validation_flag,validation_notes
https://scs.moa.gov.cn/jcyj/202204/t20220426_6411264.htm,4月份第3周畜产品和饲料集贸市场价格情况,2022-04-26,4月第3周,2022-04-20,2.95,元/公斤,4.72,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-04-26_080.html,data/raw/scs_feed_weekly_articles/article_text/2022-04-26_080.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202205/t20220509_6411267.htm,4月份第4周畜产品和饲料集贸市场价格情况,2022-05-05,4月第4周,2022-04-27,2.95,元/公斤,4.66,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-05-05_081.html,data/raw/scs_feed_weekly_articles/article_text/2022-05-05_081.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202205/t20220509_6411269.htm,5月份第1周畜产品和饲料集贸市场价格情况,2022-05-09,5月第1周,2022-05-05,2.96,元/公斤,4.61,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-05-09_082.html,data/raw/scs_feed_weekly_articles/article_text/2022-05-09_082.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202205/t20220523_6411272.htm,5月份第2周畜产品和饲料集贸市场价格情况,2022-05-17,5月第2周,2022-05-11,2.97,元/公斤,4.54,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-05-17_083.html,data/raw/scs_feed_weekly_articles/article_text/2022-05-17_083.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202205/t20220530_6411275.htm,5月份第3周畜产品和饲料集贸市场价格情况,2022-05-24,5月第3周,2022-05-18,2.98,元/公斤,4.55,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-05-24_084.html,data/raw/scs_feed_weekly_articles/article_text/2022-05-24_084.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202206/t20220622_6411285.htm,6月份第3周畜产品和饲料集贸市场价格情况,2022-06-21,6月第3周,2022-06-15,3.0,元/公斤,4.51,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-06-21_085.html,data/raw/scs_feed_weekly_articles/article_text/2022-06-21_085.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202206/t20220628_6411290.htm,6月份第4周畜产品和饲料集贸市场价格情况,2022-06-28,6月第4周,2022-06-22,3.01,元/公斤,4.5,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-06-28_086.html,data/raw/scs_feed_weekly_articles/article_text/2022-06-28_086.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202207/t20220707_6411292.htm,6月份第5周畜产品和饲料集贸市场价格情况,2022-07-05,6月第5周,2022-06-29,3.02,元/公斤,4.45,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-07-05_087.html,data/raw/scs_feed_weekly_articles/article_text/2022-07-05_087.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202207/t20220719_6411297.htm,7月份第2周畜产品和饲料集贸市场价格情况,2022-07-19,7月第2周,2022-07-13,3.01,元/公斤,4.42,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-07-19_088.html,data/raw/scs_feed_weekly_articles/article_text/2022-07-19_088.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202207/t20220726_6411301.htm,7月份第3周畜产品和饲料集贸市场价格情况,2022-07-26,7月第3周,2022-07-20,3.01,元/公斤,4.4,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-07-26_089.html,data/raw/scs_feed_weekly_articles/article_text/2022-07-26_089.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202208/t20220802_6411303.htm,7月份第4周畜产品和饲料集贸市场价格情况,2022-08-02,7月第4周,2022-07-27,3.0,元/公斤,4.38,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-08-02_090.html,data/raw/scs_feed_weekly_articles/article_text/2022-08-02_090.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202208/t20220809_6411305.htm,8月份第1周畜产品和饲料集贸市场价格情况,2022-08-09,8月第1周,2022-08-03,2.99,元/公斤,4.4,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-08-09_091.html,data/raw/scs_feed_weekly_articles/article_text/2022-08-09_091.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202208/t20220823_6411310.htm,8月份第3周畜产品和饲料集贸市场价格情况,2022-08-23,8月第3周,2022-08-17,2.98,元/公斤,4.42,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-08-23_092.html,data/raw/scs_feed_weekly_articles/article_text/2022-08-23_092.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202208/t20220830_6411313.htm,8月份第4周畜产品和饲料集贸市场价格情况,2022-08-30,8月第4周,2022-08-24,2.98,元/公斤,4.49,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-08-30_093.html,data/raw/scs_feed_weekly_articles/article_text/2022-08-30_093.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202209/t20220907_6411315.htm,9月份第1周畜产品和饲料集贸市场价格情况,2022-09-06,9月第1周,2022-08-31,2.98,元/公斤,4.53,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-09-06_094.html,data/raw/scs_feed_weekly_articles/article_text/2022-09-06_094.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202209/t20220914_6411317.htm,9月份第2周畜产品和饲料集贸市场价格情况,2022-09-14,9月第2周,2022-09-07,2.99,元/公斤,4.6,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-09-14_095.html,data/raw/scs_feed_weekly_articles/article_text/2022-09-14_095.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202209/t20220920_6411319.htm,9月份第3周畜产品和饲料集贸市场价格情况,2022-09-20,9月第3周,2022-09-14,3.0,元/公斤,4.75,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-09-20_096.html,data/raw/scs_feed_weekly_articles/article_text/2022-09-20_096.txt,regex_text,ok,
